Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC09_L2SP_025031_20230226_20230308_02_T1,LC09_L1TP_025031_20230226_20230308_02_T1,LC90250312023057LGN01,2023/02/26,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/03/08,2023/03/08,2023-02-26 16:47:27,2023-02-26 16:47:59,LGN,DAY,   3.58,   3.58,490,5,    7.529,    5.224,    5.422,LPGS_16.2.0,35.46169746,152.03069658,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.20"N,91°26'52.30"W,42°49'04.19"N,92°49'47.89"W,42°46'44.76"N,90°01'01.96"W,40°42'46.44"N,92°50'07.58"W,40°40'36.84"N,90°06'46.73"W, 41.75950, -91.44786, 42.81783, -92.82997, 42.77910, -90.01721, 40.71290, -92.83544, 40.67690, -90.11298,LC09_L2SP_025031_20230226_20230308_02_T1,LC90250312023057LGN01
LC09_L2SP_025032_20230226_20230308_02_T1,LC09_L1TP_025032_20230226_20230308_02_T1,LC90250322023057LGN01,2023/02/26,T1,2, 025, 032, 025, 032,NADIR,   0.000,2023/03/08,2023/03/08,2023-02-26 16:47:51,2023-02-26 16:48:23,LGN,DAY,   7.70,   7.70,607,5,    5.861,    4.032,    4.253,LPGS_16.2.0,36.58678910,151.12472060,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.86"N,91°54'32.76"W,41°23'08.20"N,93°16'17.40"W,41°21'32.87"N,90°31'00.98"W,39°16'38.86"N,93°15'47.45"W,39°15'10.33"N,90°35'34.58"W, 40.33274, -91.90910, 41.38561, -93.27150, 41.35913, -90.51694, 39.27746, -93.26318, 39.25287, -90.59294,LC09_L2SP_025032_20230226_20230308_02_T1,LC90250322023057LGN01
LC09_L2SP_028032_20230303_20230308_02_T1,LC09_L1TP_028032_20230303_20230307_02_T1,LC90280322023062LGN00,2023/03/03,T1,2, 028, 032, 028, 032,NADIR,   0.000,2023/03/08,2023/03/07,2023-03-03 17:06:22,2023-03-03 17:06:54,LGN,DAY,   4.32,   4.32,759,5,    5.426,    3.698,    3.970,LPGS_16.2.0,38.43610236,150.49340178,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,40°19'57.07"N,96°32'37.68"W,41°23'28.36"N,97°52'19.38"W,41°19'55.63"N,95°08'42.43"W,39°18'18.22"N,97°54'22.61"W,39°15'00.54"N,95°15'42.52"W, 40.33252, -96.54380, 41.39121, -97.87205, 41.33212, -95.14512, 39.30506, -97.90628, 39.25015, -95.26181,LC09_L2SP_028032_20230303_20230308_02_T1,LC90280322023062LGN00
LC09_L2SP_024030_20230307_20230309_02_T1,LC09_L1TP_024030_20230307_20230307_02_T1,LC90240302023066LGN00,2023/03/07,T1,2, 024, 030, 024, 030,NADIR,   0.000,2023/03/09,2023/03/07,2023-03-07 16:40:47,2023-03-07 16:41:19,LGN,DAY,  19.57,  19.57,340,5,    7.627,    5.444,    5.341,LPGS_16.2.0,37.71483257,151.99139923,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'05.24"N,89°24'57.49"W,44°13'18.98"N,90°56'45.96"W,44°17'09.64"N,87°58'21.29"W,42°03'37.22"N,90°48'33.34"W,42°07'11.14"N,87°56'19.54"W, 43.18479, -89.41597, 44.22194, -90.94610, 44.28601, -87.97258, 42.06034, -90.80926, 42.11976, -87.93876,LC09_L2SP_024030_20230307_20230309_02_T1,LC90240302023066LGN00
LC09_L2SP_025030_20230314_20230316_02_T1,LC09_L1TP_025030_20230314_20230314_02_T1,LC90250302023073LGN00,2023/03/14,T1,2, 025, 030, 025, 030,NADIR,   0.000,2023/03/16,2023/03/14,2023-03-14 16:46:56,2023-03-14 16:47:28,LGN,DAY,   3.44,   3.44,263,5,    8.762,    6.102,    6.288,LPGS_16.2.0,40.44448386,151.29477167,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.53"N,90°58'09.41"W,44°14'42.83"N,92°22'30.11"W,44°11'35.41"N,89°29'46.61"W,42°08'46.79"N,92°23'45.92"W,42°05'52.58"N,89°36'50.69"W, 43.18487, -90.96928, 44.24523, -92.37503, 44.19317, -89.49628, 42.14633, -92.39609, 42.09794, -89.61408,LC09_L2SP_025030_20230314_20230316_02_T1,LC90250302023073LGN00
LC09_L2SP_025031_20230314_20230316_02_T1,LC09_L1TP_025031_20230314_20230314_02_T1,LC90250312023073LGN00,2023/03/14,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/03/16,2023/03/14,2023-03-14 16:47:20,2023-03-14 16:47:52,LGN,DAY,   2.78,   2.78,333,5,    8.272,    5.865,    5.834,LPGS_16.2.0,41.55188754,150.22274127,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.39"N,91°26'48.70"W,42°49'04.19"N,92°49'47.89"W,42°46'44.76"N,90°01'01.96"W,40°42'46.44"N,92°50'07.58"W,40°40'36.84"N,90°06'46.73"W, 41.75983, -91.44686, 42.81783, -92.82997, 42.77910, -90.01721, 40.71290, -92.83544, 40.67690, -90.11298,LC09_L2SP_025031_20230314_20230316_02_T1,LC90250312023073LGN00
LC09_L2SP_025032_20230314_20230316_02_T1,LC09_L1TP_025032_20230314_20230314_02_T1,LC90250322023073LGN00,2023/03/14,T1,2, 025, 032, 025, 032,NADIR,   0.000,2023/03/16,2023/03/14,2023-03-14 16:47:44,2023-03-14 16:48:16,LGN,DAY,   2.86,   2.86,480,5,    6.695,    4.610,    4.856,LPGS_16.2.0,42.64626801,149.12117343,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.32"N,91°54'29.12"W,41°23'08.20"N,93°16'17.40"W,41°21'32.58"N,90°30'48.10"W,39°16'38.86"N,93°15'47.45"W,39°15'10.08"N,90°35'22.09"W, 40.33259, -91.90809, 41.38561, -93.27150, 41.35905, -90.51336, 39.27746, -93.26318, 39.25280, -90.58947,LC09_L2SP_025032_20230314_20230316_02_T1,LC90250322023073LGN00
LC08_L2SP_029030_20230318_20230324_02_T1,LC08_L1TP_029030_20230318_20230324_02_T1,LC80290302023077LGN00,2023/03/18,T1,2, 029, 030, 029, 030,NADIR,  -0.001,2023/03/24,2023/03/24,2023-03-18 17:11:26,2023-03-18 17:11:58,LGN,DAY,   1.42,   1.42,204,5,    9.276,    6.351,    6.761,LPGS_16.2.0,42.01325475,150.84233696,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,43°11'05.89"N,97°08'27.42"W,44°14'45.82"N,98°33'05.80"W,44°11'53.99"N,95°40'07.18"W,42°08'30.12"N,98°34'00.34"W,42°05'50.42"N,95°46'51.49"W, 43.18497, -97.14095, 44.24606, -98.55161, 44.19833, -95.66866, 42.14170, -98.56676, 42.09734, -95.78097,LC08_L2SP_029030_20230318_20230324_02_T1,LC80290302023077LGN00
LC08_L2SP_029031_20230318_20230324_02_T1,LC08_L1TP_029031_20230318_20230324_02_T1,LC80290312023077LGN00,2023/03/18,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/03/24,2023/03/24,2023-03-18 17:11:50,2023-03-18 17:12:21,LGN,DAY,  16.18,  16.18,280,5,    7.935,    5.271,    5.931,LPGS_16.2.0,43.11280930,149.71542703,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'35.32"N,97°37'07.21"W,42°49'04.66"N,99°00'22.03"W,42°47'00.46"N,96°11'21.73"W,40°42'27.40"N,99°00'21.31"W,40°40'32.02"N,96°16'47.46"W, 41.75981, -97.61867, 42.81796, -99.00612, 42.78346, -96.18937, 40.70761, -99.00592, 40.67556, -96.27985,LC08_L2SP_029031_20230318_20230324_02_T1,LC80290312023077LGN00
LC09_L2SP_028030_20230319_20230321_02_T1,LC09_L1TP_028030_20230319_20230319_02_T1,LC90280302023078LGN00,2023/03/19,T1,2, 028, 030, 028, 030,NADIR,   0.000,2023/03/21,2023/03/19,2023-03-19 17:05:27,2023-03-19 17:05:59,LGN,DAY,   0.76,   0.76,413,5,    8.336,    5.776,    6.011,LPGS_16.2.0,42.42192471,150.79550254,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.78"N,95°36'24.80"W,44°13'13.51"N,97°08'28.61"W,44°17'22.63"N,94°09'51.88"W,42°03'23.83"N,96°59'51.11"W,42°07'14.88"N,94°07'25.90"W, 43.18466, -95.60689, 44.22042, -97.14128, 44.28962, -94.16441, 42.05662, -96.99753, 42.12080, -94.12386,LC09_L2SP_028030_20230319_20230321_02_T1,LC90280302023078LGN00
LC09_L2SP_028031_20230319_20230321_02_T1,LC09_L1TP_028031_20230319_20230319_02_T1,LC90280312023078LGN00,2023/03/19,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2023/03/21,2023/03/19,2023-03-19 17:05:51,2023-03-19 17:06:23,LGN,DAY,   1.67,   1.67,540,5,    6.948,    4.751,    5.070,LPGS_16.2.0,43.52033015,149.65539373,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'35.50"N,96°05'04.13"W,42°49'24.35"N,97°25'53.94"W,42°45'05"N,94°38'51.86"W,40°44'27.10"N,97°28'53.80"W,40°40'25.93"N,94°47'09.35"W, 41.75986, -96.08448, 42.82343, -97.43165, 42.75139, -94.64774, 40.74086, -97.48161, 40.67387, -94.78593,LC09_L2SP_028031_20230319_20230321_02_T1,LC90280312023078LGN00
LC09_L2SP_028032_20230319_20230321_02_T1,LC09_L1TP_028032_20230319_20230319_02_T1,LC90280322023078LGN00,2023/03/19,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/03/21,2023/03/19,2023-03-19 17:06:15,2023-03-19 17:06:47,LGN,DAY,   0.03,   0.03,714,5,    5.412,    3.454,    4.166,LPGS_16.2.0,44.60444753,148.48105135,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,40°19'57.65"N,96°32'45.24"W,41°23'38.08"N,97°52'19.20"W,41°20'05.35"N,95°08'41.86"W,39°18'18.22"N,97°54'22.61"W,39°15'00.54"N,95°15'42.52"W, 40.33268, -96.54590, 41.39391, -97.87200, 41.33482, -95.14496, 39.30506, -97.90628, 39.25015, -95.26181,LC09_L2SP_028032_20230319_20230321_02_T1,LC90280322023078LGN00
LC08_L2SP_027030_20230320_20230324_02_T1,LC08_L1TP_027030_20230320_20230324_02_T1,LC80270302023079LGN00,2023/03/20,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/03/24,2023/03/24,2023-03-20 16:59:02,2023-03-20 16:59:34,LGN,DAY,   3.96,   3.96,421,5,    7.689,    4.994,    5.846,LPGS_16.2.0,42.79915607,150.63845209,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.42"N,94°02'55.10"W,44°13'46.02"N,95°32'30.41"W,44°15'25.31"N,92°35'47.87"W,42°05'01.82"N,95°27'15.55"W,42°06'33.95"N,92°36'37.91"W, 43.18484, -94.04864, 44.22945, -95.54178, 44.25703, -92.59663, 42.08384, -95.45432, 42.10943, -92.61053,LC08_L2SP_027030_20230320_20230324_02_T1,LC80270302023079LGN00
LC08_L2SP_027031_20230320_20230324_02_T1,LC08_L1TP_027031_20230320_20230324_02_T1,LC80270312023079LGN00,2023/03/20,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/03/24,2023/03/24,2023-03-20 16:59:26,2023-03-20 16:59:58,LGN,DAY,   0.13,   0.13,755,5,    5.980,    4.032,    4.416,LPGS_16.2.0,43.89534215,149.48317257,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'33.80"N,94°31'35.08"W,42°48'01.66"N,95°59'32.53"W,42°50'22.24"N,93°06'58.50"W,40°39'08.64"N,95°53'39.26"W,40°41'19.10"N,93°06'44.75"W, 41.75939, -94.52641, 42.80046, -95.99237, 42.83951, -93.11625, 40.65240, -95.89424, 40.68864, -93.11243,LC08_L2SP_027031_20230320_20230324_02_T1,LC80270312023079LGN00
LC08_L2SP_027032_20230320_20230324_02_T1,LC08_L1TP_027032_20230320_20230324_02_T1,LC80270322023079LGN00,2023/03/20,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/03/24,2023/03/24,2023-03-20 16:59:50,2023-03-20 17:00:22,LGN,DAY,   0.04,   0.04,767,5,    5.664,    3.656,    4.327,LPGS_16.2.0,44.97610182,148.29351472,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.40"N,94°59'15.79"W,41°22'21.58"N,96°25'41.16"W,41°25'19.67"N,93°36'45.76"W,39°13'10.45"N,96°19'15.06"W,39°15'55.55"N,93°35'36.60"W, 40.33261, -94.98772, 41.37266, -96.42810, 41.42213, -93.61271, 39.21957, -96.32085, 39.26543, -93.59350,LC08_L2SP_027032_20230320_20230324_02_T1,LC80270322023079LGN00
LC08_L2SP_028030_20230327_20230405_02_T1,LC08_L1TP_028030_20230327_20230405_02_T1,LC80280302023086LGN00,2023/03/27,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/04/05,2023/04/05,2023-03-27 17:05:09,2023-03-27 17:05:41,LGN,DAY,   7.38,   7.38,498,5,    8.772,    6.206,    6.199,LPGS_16.2.0,45.55333722,149.90004539,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.89"N,95°35'48.98"W,44°13'14.48"N,97°08'01.64"W,44°17'22.88"N,94°09'24.80"W,42°03'15.05"N,96°59'24.47"W,42°07'05.41"N,94°06'59.62"W, 43.18497, -95.59694, 44.22069, -97.13379, 44.28969, -94.15689, 42.05418, -96.99013, 42.11817, -94.11656,LC08_L2SP_028030_20230327_20230405_02_T1,LC80280302023086LGN00
LC09_L2SP_027030_20230328_20230330_02_T1,LC09_L1TP_027030_20230328_20230328_02_T1,LC90270302023087LGN00,2023/03/28,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/03/30,2023/03/28,2023-03-28 16:59:07,2023-03-28 16:59:39,LGN,DAY,   1.71,   1.71,500,5,    7.648,    5.201,    5.608,LPGS_16.2.0,45.96029565,149.85657412,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.49"N,94°02'32.71"W,44°13'46.63"N,95°32'03.41"W,44°15'25.20"N,92°35'20.80"W,42°05'12.12"N,95°26'49.81"W,42°06'43.60"N,92°36'11.70"W, 43.18458, -94.04242, 44.22962, -95.53428, 44.25700, -92.58911, 42.08670, -95.44717, 42.11211, -92.60325,LC09_L2SP_027030_20230328_20230330_02_T1,LC90270302023087LGN00
LC09_L2SP_027031_20230328_20230330_02_T1,LC09_L1TP_027031_20230328_20230328_02_T1,LC90270312023087LGN00,2023/03/28,T1,2, 027, 031, 027, 031,NADIR,   0.000,2023/03/30,2023/03/28,2023-03-28 16:59:31,2023-03-28 17:00:03,LGN,DAY,   1.36,   1.36,750,5,    5.973,    3.943,    4.487,LPGS_16.2.0,47.04205210,148.58066374,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.99"N,94°31'10.67"W,42°48'02.34"N,95°59'06.18"W,42°50'22.27"N,93°06'32.08"W,40°39'19.01"N,95°53'14.17"W,40°41'28.86"N,93°06'19.19"W, 41.75972, -94.51963, 42.80065, -95.98505, 42.83952, -93.10891, 40.65528, -95.88727, 40.69135, -93.10533,LC09_L2SP_027031_20230328_20230330_02_T1,LC90270312023087LGN00
LC09_L2SP_027032_20230328_20230330_02_T1,LC09_L1TP_027032_20230328_20230328_02_T1,LC90270322023087LGN00,2023/03/28,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/03/30,2023/03/28,2023-03-28 16:59:55,2023-03-28 17:00:27,LGN,DAY,   1.78,   1.78,740,5,    5.401,    3.421,    4.180,LPGS_16.2.0,48.10663560,147.26064348,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.11"N,94°58'51.35"W,41°22'12.65"N,96°25'14.84"W,41°25'10.06"N,93°36'19.84"W,39°13'20.89"N,96°18'50.54"W,39°16'05.41"N,93°35'11.65"W, 40.33253, -94.98093, 41.37018, -96.42079, 41.41946, -93.60551, 39.22247, -96.31404, 39.26817, -93.58657,LC09_L2SP_027032_20230328_20230330_02_T1,LC90270322023087LGN00
LC08_L2SP_026030_20230329_20230405_02_T1,LC08_L1TP_026030_20230329_20230405_02_T1,LC80260302023088LGN00,2023/03/29,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/04/05,2023/04/05,2023-03-29 16:52:46,2023-03-29 16:53:18,LGN,DAY,   6.79,   6.79,525,5,    7.499,    5.325,    5.280,LPGS_16.2.0,46.32991167,149.68192246,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.85"N,92°30'29.20"W,44°14'24.83"N,93°57'24.44"W,44°13'39.04"N,91°02'43.84"W,42°06'52.13"N,93°55'26.98"W,42°06'09.61"N,91°06'43.67"W, 43.18468, -92.50811, 44.24023, -93.95679, 44.22751, -91.04551, 42.11448, -93.92416, 42.10267, -91.11213,LC08_L2SP_026030_20230329_20230405_02_T1,LC80260302023088LGN00
LC09_L2SP_028032_20230404_20230406_02_T1,LC09_L1TP_028032_20230404_20230404_02_T1,LC90280322023094LGN00,2023/04/04,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/04/06,2023/04/04,2023-04-04 17:06:05,2023-04-04 17:06:36,LGN,DAY,   2.43,   2.43,621,5,    5.745,    3.665,    4.424,LPGS_16.2.0,50.77289718,146.21978521,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,40°19'58.62"N,96°32'14.93"W,41°23'37.82"N,97°51'53.39"W,41°20'04.49"N,95°08'16.12"W,39°18'17.96"N,97°53'57.59"W,39°14'59.71"N,95°15'17.53"W, 40.33295, -96.53748, 41.39384, -97.86483, 41.33458, -95.13781, 39.30499, -97.89933, 39.24992, -95.25487,LC09_L2SP_028032_20230404_20230406_02_T1,LC90280322023094LGN00
LC08_L2SP_027032_20230405_20230412_02_T1,LC08_L1TP_027032_20230405_20230412_02_T1,LC80270322023095LGN00,2023/04/05,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/04/12,2023/04/12,2023-04-05 16:59:38,2023-04-05 17:00:10,LGN,DAY,   6.84,   6.84,513,5,    6.572,    4.538,    4.753,LPGS_16.2.0,51.12182636,145.98470851,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.25"N,94°58'59.12"W,41°22'12.25"N,96°25'27.73"W,41°25'09.98"N,93°36'32.76"W,39°13'10.81"N,96°19'02.57"W,39°15'55.62"N,93°35'24.07"W, 40.33257, -94.98309, 41.37007, -96.42437, 41.41944, -93.60910, 39.21967, -96.31738, 39.26545, -93.59002,LC08_L2SP_027032_20230405_20230412_02_T1,LC80270322023095LGN00
LC09_L2SP_026030_20230406_20230408_02_T1,LC09_L1TP_026030_20230406_20230406_02_T1,LC90260302023096LGN00,2023/04/06,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/04/08,2023/04/06,2023-04-06 16:52:55,2023-04-06 16:53:26,LGN,DAY,   0.07,   0.07,644,5,    6.937,    4.872,    4.937,LPGS_16.2.0,49.40896219,148.82160630,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.93"N,92°30'40.72"W,44°14'15"N,93°57'37.84"W,44°13'29.57"N,91°02'57.70"W,42°07'01.74"N,93°55'40.19"W,42°06'19.55"N,91°06'56.45"W, 43.18498, -92.51131, 44.23750, -93.96051, 44.22488, -91.04936, 42.11715, -93.92783, 42.10543, -91.11568,LC09_L2SP_026030_20230406_20230408_02_T1,LC90260302023096LGN00
LC09_L2SP_026031_20230406_20230408_02_T1,LC09_L1TP_026031_20230406_20230406_02_T1,LC90260312023096LGN00,2023/04/06,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/04/08,2023/04/06,2023-04-06 16:53:18,2023-04-06 16:53:50,LGN,DAY,   0.01,   0.01,661,5,    6.636,    4.615,    4.769,LPGS_16.2.0,50.47195487,147.38954514,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.39"N,92°59'18.78"W,42°48'33.34"N,94°24'41.18"W,42°48'32.40"N,91°34'04.01"W,40°40'59.95"N,94°21'56.23"W,40°40'59.09"N,91°36'51.37"W, 41.75983, -92.98855, 42.80926, -94.41144, 42.80900, -91.56778, 40.68332, -94.36562, 40.68308, -91.61427,LC09_L2SP_026031_20230406_20230408_02_T1,LC90260312023096LGN00
LC09_L2SP_026032_20230406_20230408_02_T1,LC09_L1TP_026032_20230406_20230406_02_T1,LC90260322023096LGN00,2023/04/06,T1,2, 026, 032, 026, 032,NADIR,   0.000,2023/04/08,2023/04/06,2023-04-06 16:53:42,2023-04-06 16:54:14,LGN,DAY,   0.00,   0.00,876,5,    5.774,    3.385,    4.678,LPGS_16.2.0,51.51430773,145.90161802,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.36"N,93°26'59.46"W,41°22'44.98"N,94°51'00.14"W,41°23'24.86"N,92°03'56.99"W,39°15'01.58"N,94°47'34.15"W,39°15'38.59"N,92°05'41.06"W, 40.33260, -93.44985, 41.37916, -94.85004, 41.39024, -92.06583, 39.25044, -94.79282, 39.26072, -92.09474,LC09_L2SP_026032_20230406_20230408_02_T1,LC90260322023096LGN00
LC08_L2SP_025030_20230407_20230420_02_T1,LC08_L1TP_025030_20230407_20230420_02_T1,LC80250302023097LGN00,2023/04/07,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/04/20,2023/04/20,2023-04-07 16:46:26,2023-04-07 16:46:58,LGN,DAY,  18.58,  18.58,581,5,    7.206,    4.911,    5.273,LPGS_16.2.0,49.76032922,148.61923804,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.64"N,90°56'56.36"W,44°14'52.08"N,92°21'08.82"W,44°11'43.04"N,89°28'38.57"W,42°08'46.39"N,92°22'27.48"W,42°05'50.64"N,89°35'45.49"W, 43.18490, -90.94899, 44.24780, -92.35245, 44.19529, -89.47738, 42.14622, -92.37430, 42.09740, -89.59597,LC08_L2SP_025030_20230407_20230420_02_T1,LC80250302023097LGN00
LC08_L2SP_025031_20230407_20230420_02_T1,LC08_L1TP_025031_20230407_20230420_02_T1,LC80250312023097LGN00,2023/04/07,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/04/20,2023/04/20,2023-04-07 16:46:50,2023-04-07 16:47:22,LGN,DAY,   0.15,   0.15,574,5,    7.223,    4.748,    5.443,LPGS_16.2.0,50.81976759,147.16714979,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.09"N,91°25'35.58"W,42°49'04.08"N,92°48'28.62"W,42°46'42.67"N,89°59'42.86"W,40°42'46.33"N,92°48'50.87"W,40°40'34.93"N,90°05'30.16"W, 41.75947, -91.42655, 42.81780, -92.80795, 42.77852, -89.99524, 40.71287, -92.81413, 40.67637, -90.09171,LC08_L2SP_025031_20230407_20230420_02_T1,LC80250312023097LGN00
LC08_L2SP_025032_20230407_20230420_02_T1,LC08_L1TP_025032_20230407_20230420_02_T1,LC80250322023097LGN00,2023/04/07,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/04/20,2023/04/20,2023-04-07 16:47:14,2023-04-07 16:47:45,LGN,DAY,   0.10,   0.10,629,5,    6.925,    4.178,    5.523,LPGS_16.2.0,51.85768905,145.65882931,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.61"N,91°53'15.79"W,41°23'18.10"N,93°14'59.93"W,41°21'40.90"N,90°29'43.22"W,39°16'39"N,93°14'32.32"W,39°15'08.78"N,90°34'19.56"W, 40.33267, -91.88772, 41.38836, -93.24998, 41.36136, -90.49534, 39.27750, -93.24231, 39.25244, -90.57210,LC08_L2SP_025032_20230407_20230420_02_T1,LC80250322023097LGN00
LC09_L2SP_024031_20230408_20230410_02_T1,LC09_L1TP_024031_20230408_20230408_02_T1,LC90240312023098LGN00,2023/04/08,T1,2, 024, 031, 024, 031,NADIR,   0.000,2023/04/10,2023/04/08,2023-04-08 16:40:56,2023-04-08 16:41:28,LGN,DAY,   1.05,   1.05,548,5,    6.822,    4.578,    5.058,LPGS_16.2.0,51.20935642,147.10104155,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'35.39"N,89°53'58.31"W,42°47'33.94"N,91°24'01.44"W,42°52'03.40"N,88°29'50.06"W,40°37'44.90"N,91°15'17.96"W,40°41'54.71"N,88°26'51.36"W, 41.75983, -89.89953, 42.79276, -91.40040, 42.86761, -88.49724, 40.62914, -91.25499, 40.69853, -88.44760,LC09_L2SP_024031_20230408_20230410_02_T1,LC90240312023098LGN00
LC09_L2SP_024032_20230408_20230410_02_T1,LC09_L1TP_024032_20230408_20230408_02_T1,LC90240322023098LGN00,2023/04/08,T1,2, 024, 032, 024, 032,NADIR,  -0.001,2023/04/10,2023/04/08,2023-04-08 16:41:20,2023-04-08 16:41:52,LGN,DAY,   0.02,   0.02,522,5,    6.998,    4.601,    5.272,LPGS_16.2.0,52.24628508,145.57262791,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.14"N,90°21'39.10"W,41°23'30.80"N,91°40'54.70"W,41°19'42.35"N,88°57'32.33"W,39°18'30.89"N,91°43'18.52"W,39°14'58.56"N,89°04'52.03"W, 40.33254, -90.36086, 41.39189, -91.68186, 41.32843, -88.95898, 39.30858, -91.72181, 39.24960, -89.08112,LC09_L2SP_024032_20230408_20230410_02_T1,LC90240322023098LGN00
